Files,Intelligibility,Phoneme Quality,Mispronunciation,Stress,Intonation,Pause Placement,MTI
jeeva_Phoneme_L6_13-1,1,1,1,0,1,1,1
jeeva_Phoneme_L6_13-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_13-3,1,1,1,0,1,1,0
jeeva_Phoneme_L6_14-1,1,1,1,1,1,1,0
jeeva_Phoneme_L6_14-2,1,0,1,0,1,1,0
jeeva_Phoneme_L6_14-3,1,1,1,1,1,1,0
jeeva_Phoneme_L6_15-1,1,1,1,1,0,1,0
jeeva_Phoneme_L6_15-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_15-3,1,1,1,1,1,1,0
jeeva_Phoneme_L6_16-1,1,1,1,1,1,1,0
jeeva_Phoneme_L6_16-2,1,1,1,1,0,1,1
jeeva_Phoneme_L6_16-3,1,1,1,1,1,1,1
jeeva_Phoneme_L6_17-1,1,1,1,0,1,1,0
jeeva_Phoneme_L6_17-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_17-3,1,1,1,1,1,1,0
jeeva_Phoneme_L6_18-1,0,0,0,0,0,0,1
jeeva_Phoneme_L6_18-2,1,1,1,1,0,1,1
jeeva_Phoneme_L6_18-3,1,1,1,1,1,1,0
jeeva_Phoneme_L6_18-4,1,0,1,0,1,1,1
jeeva_Phoneme_L6_19-1,1,1,1,0,1,1,1
jeeva_Phoneme_L6_19-2,1,1,1,0,1,1,1
jeeva_Phoneme_L6_19-3,1,1,1,1,1,1,1
jeeva_Phoneme_L6_20-1,1,1,0,1,0,1,1
jeeva_Phoneme_L6_20-2,0,0,0,0,0,0,1
jeeva_Phoneme_L6_20-3,1,1,0,0,1,1,1
jeeva_Phoneme_L6_20-4,1,1,1,0,0,1,1
jeeva_Phoneme_L6_21-2,1,1,0,0,1,1,1
jeeva_Phoneme_L6_21-3,1,1,0,0,1,1,1
jeeva_Phoneme_L6_21-4,1,1,1,0,1,1,0
jeeva_Phoneme_L6_22-1,1,1,1,1,1,1,1
jeeva_Phoneme_L6_22-2,1,1,1,1,0,1,0
jeeva_Phoneme_L6_22-3,1,1,1,1,0,1,0
jeeva_Phoneme_L6_22-4,1,0,0,0,1,1,1
jeeva_Phoneme_L6_23-1,1,1,1,1,1,1,0
jeeva_Phoneme_L6_23-2,1,1,1,1,0,1,0
jeeva_Phoneme_L6_23-3,1,1,1,1,1,1,0
jeeva_Phoneme_L6_23-4,1,1,0,0,0,1,1
jeeva_Phoneme_L6_23-5,1,1,1,1,1,1,0
jeeva_Phoneme_L6_24-1,1,1,1,0,1,1,0
jeeva_Phoneme_L6_24-2,0,0,0,0,0,0,1
jeeva_Phoneme_L6_24-3,1,1,1,0,1,1,0
jeeva_Phoneme_L6_24-4,1,1,1,1,0,1,1
jeeva_Phoneme_L6_24-5,1,1,1,1,1,1,0
jeeva_Phoneme_L6_25-1,1,1,1,0,1,1,1
jeeva_Phoneme_L6_25-2,1,1,1,1,1,1,1
jeeva_Phoneme_L6_25-3,1,1,0,0,0,1,1
jeeva_Phoneme_L6_25-4,1,1,1,0,1,1,1
jeeva_Phoneme_L6_26-1,1,1,0,0,0,1,0
jeeva_Phoneme_L6_26-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_26-3,1,1,1,0,1,1,0
jeeva_Phoneme_L6_26-4,1,1,1,1,1,1,0
jeeva_Phoneme_L6_27-1,1,1,1,1,0,1,0
jeeva_Phoneme_L6_27-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_27-3,1,1,1,1,1,1,1
jeeva_Phoneme_L6_27-4,1,1,1,1,0,1,1
jeeva_Phoneme_L6_27-5,1,1,1,1,0,1,0
jeeva_Phoneme_L6_28-1,1,1,1,1,0,1,0
jeeva_Phoneme_L6_28-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_29-1,0,0,0,0,0,0,1
jeeva_Phoneme_L6_29-2,1,1,1,0,1,1,0
jeeva_Phoneme_L6_30-1,0,0,0,0,0,0,1
jeeva_Phoneme_L6_30-2,1,0,0,0,1,1,1
jeeva_Phoneme_L6_31-1,1,1,1,1,1,1,0
jeeva_Phoneme_L6_31-2,1,1,1,1,1,1,0
jeeva_Phoneme_L6_32-1,0,0,0,0,0,0,1
jeeva_Phoneme_L6_32-2,1,0,0,1,1,1,0
jeeva_Phoneme_L6_33-1,1,0,0,0,0,1,1
jeeva_Phoneme_L6_33-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_1-1,1,1,0,1,0,0,1
jeeva_Phoneme_L7_1-2,0,0,0,0,1,1,1
jeeva_Phoneme_L7_2-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_2-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_3-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_3-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_4-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_4-2,1,1,0,1,1,1,1
jeeva_Phoneme_L7_5-1,1,1,1,0,1,1,1
jeeva_Phoneme_L7_5-2,1,0,0,0,0,1,1
jeeva_Phoneme_L7_6-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_6-2,1,1,1,0,1,1,1
jeeva_Phoneme_L7_7-1,1,1,1,1,0,1,0
jeeva_Phoneme_L7_7-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_8-1,1,1,1,0,1,1,0
jeeva_Phoneme_L7_8-2,1,1,1,0,1,1,1
jeeva_Phoneme_L7_9-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_9-2,1,1,1,0,1,1,0
jeeva_Phoneme_L7_10-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_10-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_11-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_11-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_12-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_12-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_13-1,1,1,0,0,1,1,1
jeeva_Phoneme_L7_13-2,1,1,1,0,1,1,0
jeeva_Phoneme_L7_14-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_14-2,1,1,1,0,1,1,0
jeeva_Phoneme_L7_15-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_15-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_16-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_16-2,1,1,1,0,1,1,0
jeeva_Phoneme_L7_17-1,1,1,0,1,1,1,1
jeeva_Phoneme_L7_17-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_18-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_18-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_19-1,1,1,1,1,1,1,1
jeeva_Phoneme_L7_19-2,1,1,1,0,1,1,1
jeeva_Phoneme_L7_20-1,1,1,1,0,1,1,1
jeeva_Phoneme_L7_20-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_21-1,1,1,0,0,1,1,1
jeeva_Phoneme_L7_21-2,1,1,1,0,1,1,0
jeeva_Phoneme_L7_22-1,1,1,0,0,0,1,0
jeeva_Phoneme_L7_22-2,1,1,1,0,1,1,0
jeeva_Phoneme_L7_23-1,1,1,1,0,1,1,0
jeeva_Phoneme_L7_23-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_24-1,1,1,1,0,0,1,0
jeeva_Phoneme_L7_24-2,1,1,1,0,1,1,1
jeeva_Phoneme_L7_25-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_25-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_26-1,0,0,0,0,0,0,1
jeeva_Phoneme_L7_26-2,0,0,0,0,0,0,1
jeeva_Phoneme_L7_27-1,1,1,1,0,1,1,0
jeeva_Phoneme_L7_27-2,1,1,0,0,1,1,1
jeeva_Phoneme_L7_28-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_28-2,1,1,0,1,1,1,0
jeeva_Phoneme_L7_29-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_29-2,1,1,1,1,1,1,0
jeeva_Phoneme_L7_30-1,1,1,1,1,1,1,0
jeeva_Phoneme_L7_30-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_1-1,1,0,0,0,0,1,1
jeeva_Phoneme_L8_1-2,1,1,1,1,1,1,1
jeeva_Phoneme_L8_2-1,1,1,1,1,1,1,1
jeeva_Phoneme_L8_2-2,1,0,0,0,1,1,1
jeeva_Phoneme_L8_3-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_3-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_3-3,1,1,0,0,1,1,1
jeeva_Phoneme_L8_4-1,0,0,0,0,0,0,1
jeeva_Phoneme_L8_4-2,1,1,0,1,1,1,1
jeeva_Phoneme_L8_5-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_5-2,1,0,0,0,1,1,0
jeeva_Phoneme_L8_6-1,0,1,1,0,1,1,0
jeeva_Phoneme_L8_6-2,1,0,0,0,1,1,0
jeeva_Phoneme_L8_7-1,1,0,0,0,1,1,0
jeeva_Phoneme_L8_7-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_8-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_8-2,1,1,1,0,0,1,0
jeeva_Phoneme_L8_9-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_9-2,1,1,1,1,1,1,1
jeeva_Phoneme_L8_10-1,1,0,0,0,1,1,1
jeeva_Phoneme_L8_10-2,1,1,1,1,1,1,1
jeeva_Phoneme_L8_11-1,1,1,1,0,1,1,1
jeeva_Phoneme_L8_11-2,1,0,0,0,1,1,1
jeeva_Phoneme_L8_12-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_12-2,1,1,0,0,1,1,1
jeeva_Phoneme_L8_13-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_13-2,1,1,0,0,0,1,1
jeeva_Phoneme_L8_14-1,1,1,1,1,1,1,1
jeeva_Phoneme_L8_14-2,1,1,1,1,1,1,1
jeeva_Phoneme_L8_15-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_15-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_16-1,1,1,1,1,0,1,1
jeeva_Phoneme_L8_16-2,1,1,1,1,0,1,0
jeeva_Phoneme_L8_17-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_17-2,1,1,0,0,1,1,1
jeeva_Phoneme_L8_18-1,1,1,0,0,1,1,1
jeeva_Phoneme_L8_18-2,1,1,1,1,1,1,1
jeeva_Phoneme_L8_19-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_19-2,1,1,0,0,1,1,0
jeeva_Phoneme_L8_20-1,1,1,0,0,1,1,1
jeeva_Phoneme_L8_20-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_21-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_21-2,1,1,1,0,1,1,1
jeeva_Phoneme_L8_22-1,1,1,0,1,1,1,1
jeeva_Phoneme_L8_22-2,1,1,1,1,1,1,1
jeeva_Phoneme_L8_23-1,1,0,0,0,1,1,1
jeeva_Phoneme_L8_23-2,1,1,1,0,1,1,1
jeeva_Phoneme_L8_24-1,0,0,0,0,0,0,1
jeeva_Phoneme_L8_24-2,1,1,0,0,1,1,1
jeeva_Phoneme_L8_25-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_25-2,0,0,0,0,0,0,1
jeeva_Phoneme_L8_26-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_26-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_27-1,1,1,0,1,1,1,1
jeeva_Phoneme_L8_27-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_28-1,0,0,0,0,0,0,1
jeeva_Phoneme_L8_28-2,1,1,1,0,1,1,0
jeeva_Phoneme_L8_29-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_29-2,1,1,0,0,1,1,1
jeeva_Phoneme_L8_30-1,0,0,0,0,0,0,1
jeeva_Phoneme_L8_30-2,1,1,1,0,1,1,0
jeeva_Phoneme_L8_31-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_31-2,1,1,0,0,1,1,1
jeeva_Phoneme_L8_32-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_32-2,1,1,1,0,1,1,0
jeeva_Phoneme_L8_33-1,0,0,0,0,0,0,1
jeeva_Phoneme_L8_33-2,0,0,0,0,0,0,1
jeeva_Phoneme_L8_34-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_34-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_35-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_35-2,1,1,1,1,1,1,0
jeeva_Phoneme_L8_35-3,1,0,0,0,1,1,1
jeeva_Phoneme_L8_36-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_36-2,1,1,0,0,1,1,1
jeeva_Phoneme_L8_36-3,1,1,1,1,0,1,0
jeeva_Phoneme_L8_37-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_37-2,1,0,0,0,1,1,1
jeeva_Phoneme_L8_37-3,1,1,0,0,1,1,1
jeeva_Phoneme_L8_38-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_39-1,1,0,0,0,0,1,0
jeeva_Phoneme_L8_40-1,1,1,1,0,0,1,0
jeeva_Phoneme_L8_41-1,1,1,1,1,1,1,0
jeeva_Phoneme_L8_42-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_43-1,1,0,0,0,1,1,1
jeeva_Phoneme_L8_44-1,1,0,0,0,1,1,1
jeeva_Phoneme_L8_45-1,1,1,1,0,1,1,0
jeeva_Phoneme_L8_46-1,1,1,0,1,1,1,1
jeeva_Sentence_L1_1,0,0,0,0,0,0,1
jeeva_Sentence_L1_2,1,1,0,0,0,1,0
jeeva_Sentence_L1_3,1,1,1,0,1,1,0
jeeva_Sentence_L1_4,1,0,0,0,1,0,0
jeeva_Sentence_L1_5,1,1,0,0,1,0,1
jeeva_Sentence_L1_6,1,0,0,0,1,1,1
jeeva_Sentence_L1_7,1,1,1,1,1,0,1
jeeva_Sentence_L1_8,1,1,1,0,0,1,1
jeeva_Sentence_L1_9,1,1,0,0,1,1,1
jeeva_Sentence_L1_10,1,0,0,0,1,1,0
jeeva_Sentence_L1_11,1,1,0,1,1,1,1
jeeva_Sentence_L1_12,1,0,0,0,1,1,1
jeeva_Sentence_L1_13,1,1,1,1,1,0,1
jeeva_Sentence_L1_14,0,0,0,0,1,1,1
jeeva_Sentence_L1_15,1,0,0,0,1,0,1
jeeva_Sentence_L1_16,1,0,0,0,0,0,0
jeeva_Sentence_L1_17,1,1,0,0,1,1,1
jeeva_Sentence_L1_18,1,1,0,0,0,0,1
jeeva_Sentence_L1_19,1,1,0,1,0,0,1
jeeva_Sentence_L1_20,1,1,1,1,1,1,1
jeeva_Sentence_L1_21,1,1,0,0,1,0,1
jeeva_Sentence_L1_22,1,0,0,0,1,1,1
jeeva_Sentence_L1_23,1,0,0,0,1,1,1
jeeva_Sentence_L1_24,1,1,0,0,1,1,1
jeeva_Sentence_L1_25,1,1,0,1,1,0,1
jeeva_Sentence_L1_26,0,0,0,0,1,1,1
jeeva_Sentence_L1_27,1,1,0,0,1,0,1
jeeva_Sentence_L1_28,1,1,0,0,0,1,1
jeeva_Sentence_L1_29,1,1,0,0,1,0,1
jeeva_Sentence_L1_30,1,1,1,0,0,0,1
jeeva_Sentence_L1_31,1,1,0,1,0,1,1
jeeva_Sentence_L1_32,1,1,0,0,1,1,0
jeeva_Sentence_L1_33,1,1,0,0,1,1,1
jeeva_Sentence_L1_34,1,1,0,0,0,1,1
jeeva_Sentence_L1_35,1,1,1,1,1,0,1
jeeva_Sentence_L1_36,1,1,0,0,1,0,0
jeeva_Sentence_L1_37,1,0,0,0,0,1,1
jeeva_Sentence_L1_38,1,1,0,0,0,1,1
jeeva_Sentence_L1_39,1,1,0,0,1,0,1
jeeva_Sentence_L1_40,1,0,0,0,0,1,1
jeeva_Sentence_L1_41,1,1,0,1,1,0,1
jeeva_Sentence_L1_42,1,1,0,0,0,1,1
jeeva_Sentence_L1_43,1,1,1,1,1,1,1
jeeva_Sentence_L1_44,1,1,0,1,0,0,1
jeeva_Sentence_L1_45,1,1,0,0,1,0,1
jeeva_Sentence_L1_46,1,1,0,0,0,0,1
jeeva_Sentence_L1_47,1,1,1,0,0,1,1
jeeva_Sentence_L1_48,1,0,0,0,0,0,1
jeeva_Sentence_L1_49,1,0,0,0,1,1,1
jeeva_Sentence_L1_50,1,0,0,0,1,1,1
jeeva_Sentence_L1_51,1,1,1,0,0,1,1
jeeva_Sentence_L1_52,1,1,1,0,0,0,1
jeeva_Sentence_L1_53,1,1,1,0,1,0,1
jeeva_Sentence_L1_54,1,0,0,0,1,0,1
jeeva_Sentence_L1_55,1,0,0,0,0,1,1
jeeva_Sentence_L1_56,1,1,0,0,1,0,0
jeeva_Sentence_L1_57,1,1,0,1,0,0,1
jeeva_Sentence_L1_58,1,1,0,0,1,0,1
jeeva_Sentence_L1_59,1,1,1,0,0,0,1
jeeva_Sentence_L1_60,1,0,0,0,1,0,0
jeeva_Sentence_L1_61,1,0,0,0,0,0,1
jeeva_Sentence_L1_62,1,0,0,0,1,1,1
jeeva_Sentence_L1_63,0,0,0,0,1,1,1
jeeva_Sentence_L1_64,1,1,0,0,1,0,1
jeeva_Sentence_L1_65,0,1,0,1,1,1,1
jeeva_Sentence_L1_66,1,1,0,0,1,1,1
jeeva_Sentence_L1_67,1,0,1,1,1,1,1
jeeva_Sentence_L1_68,1,0,0,0,1,0,1
jeeva_Sentence_L1_69,1,1,0,1,1,1,1
jeeva_Sentence_L1_70,1,1,0,0,1,1,1
jeeva_Sentence_L1_71,1,1,0,0,1,0,1
jeeva_Sentence_L1_72,1,0,0,0,1,0,0
jeeva_Sentence_L1_73,1,1,1,1,1,1,1
jeeva_Sentence_L1_74,1,1,1,0,0,0,1
jeeva_Sentence_L1_75,0,1,0,0,0,1,0
jeeva_Sentence_L1_76,1,1,0,1,0,0,1
jeeva_Sentence_L1_77,1,1,1,0,1,0,1
jeeva_Sentence_L1_78,1,0,0,0,1,1,1
jeeva_Sentence_L1_79,1,1,0,0,1,0,1
jeeva_Sentence_L1_80,1,1,0,0,1,0,0
jeeva_Sentence_L1_81,1,1,1,0,1,1,0
jeeva_Sentence_L1_82,1,1,0,0,1,1,1
jeeva_Sentence_L1_83,1,0,0,0,1,1,0
jeeva_Sentence_L1_84,1,1,1,1,1,1,1
jeeva_Sentence_L1_85,1,1,0,0,1,1,1
jeeva_Sentence_L1_86,1,0,0,0,1,1,1
jeeva_Sentence_L1_87,1,0,0,0,1,1,1
jeeva_Sentence_L1_88,0,0,0,0,1,1,0
jeeva_Sentence_L1_89,1,1,0,0,1,0,0
jeeva_Sentence_L1_90,1,1,0,0,1,1,1
jeeva_Sentence_L2_1,1,1,0,0,1,1,1
jeeva_Sentence_L2_2,1,1,0,0,1,1,1
jeeva_Sentence_L2_3,1,1,1,0,1,1,1
jeeva_Sentence_L2_4,1,1,0,0,1,1,1
jeeva_Sentence_L2_5,1,0,0,0,1,1,1
jeeva_Sentence_L2_6,1,0,0,0,1,1,1
jeeva_Sentence_L2_7,1,1,0,0,1,0,1
jeeva_Sentence_L2_8,1,0,0,0,1,1,1
jeeva_Sentence_L2_9,1,0,0,0,1,0,1
jeeva_Sentence_L2_10,1,0,0,0,0,0,0
jeeva_Sentence_L2_11,1,1,0,0,1,1,1
jeeva_Sentence_L2_12,1,1,0,0,1,1,1
jeeva_Sentence_L2_13,1,1,1,0,0,1,1
jeeva_Sentence_L2_14,1,0,0,0,1,0,1
jeeva_Sentence_L2_15,1,0,0,0,1,1,1
jeeva_Sentence_L2_16,1,1,0,1,1,0,1
jeeva_Sentence_L2_17,1,0,0,0,1,1,1
jeeva_Sentence_L2_18,1,1,1,0,1,0,1
jeeva_Sentence_L2_19,1,0,0,0,0,0,1
jeeva_Sentence_L2_20,0,0,0,0,1,0,0
jeeva_Sentence_L2_21,1,1,1,1,1,0,0
jeeva_Sentence_L2_22,1,0,0,0,0,1,1
jeeva_Sentence_L2_23,0,0,0,0,1,1,1
jeeva_Sentence_L2_24,1,0,0,0,1,1,1
jeeva_Sentence_L2_25,1,0,0,0,1,1,1
jeeva_Sentence_L2_26,1,0,0,0,1,1,1
jeeva_Sentence_L2_27,1,1,0,0,1,1,1
jeeva_Sentence_L2_28,1,1,0,0,0,1,1
jeeva_Sentence_L2_29,1,0,0,0,1,0,1
jeeva_Sentence_L2_30,1,1,0,1,1,1,1
jeeva_Sentence_L2_31,1,1,0,1,1,1,1
jeeva_Sentence_L2_32,1,1,0,0,1,1,1
jeeva_Sentence_L2_33,1,0,0,0,1,0,0
jeeva_Sentence_L2_34,1,1,1,1,1,1,0
jeeva_Sentence_L2_35,1,1,0,0,1,1,1
jeeva_Sentence_L2_36,1,0,0,0,0,1,1
jeeva_Sentence_L2_37,1,1,0,0,1,0,1
jeeva_Sentence_L2_38,1,0,0,0,1,1,1
jeeva_Sentence_L2_39,1,1,0,0,1,1,1
jeeva_Sentence_L2_40,1,0,0,0,1,1,1
jeeva_Sentence_L2_41,1,1,0,0,1,1,1
jeeva_Sentence_L2_42,1,1,0,0,1,0,1
jeeva_Sentence_L2_43,1,0,0,0,1,1,1
jeeva_Sentence_L2_44,1,1,1,0,0,0,1
jeeva_Sentence_L2_45,1,0,0,0,1,1,1
jeeva_Sentence_L2_46,1,1,0,0,0,1,1
jeeva_Sentence_L2_47,1,1,0,0,1,0,0
jeeva_Sentence_L2_48,1,1,0,0,0,1,1
jeeva_Sentence_L2_49,1,0,0,0,1,1,0
jeeva_Sentence_L2_50,1,1,1,0,0,0,1
jeeva_Sentence_L2_51,1,0,0,0,1,1,1
jeeva_Sentence_L2_52,1,0,0,0,1,1,1
jeeva_Sentence_L2_53,1,1,1,0,0,0,1
jeeva_Sentence_L2_54,1,1,1,0,0,0,1
jeeva_Sentence_L2_55,1,1,0,1,0,0,1
jeeva_Sentence_L2_56,0,0,0,0,1,0,1
jeeva_Sentence_L2_57,1,1,1,0,1,1,1
jeeva_Sentence_L2_58,1,1,0,0,0,0,1
jeeva_Sentence_L2_59,1,1,0,0,0,0,1
jeeva_Sentence_L2_60,1,1,0,1,0,0,1
jeeva_Sentence_L2_61,1,0,0,0,1,0,1
jeeva_Sentence_L2_62,1,0,0,0,1,1,1
jeeva_Sentence_L2_63,0,0,0,0,0,0,1
jeeva_Sentence_L2_64,1,1,0,0,1,1,1
jeeva_Sentence_L2_65,1,1,0,1,0,1,1
jeeva_Sentence_L2_66,1,0,0,0,0,1,1
jeeva_Sentence_L2_67,1,0,1,1,1,1,1
jeeva_Sentence_L2_68,1,0,0,0,0,0,1
jeeva_Sentence_L2_69,1,1,0,0,0,0,1
jeeva_Sentence_L2_70,1,0,0,0,1,1,1
jeeva_Sentence_L2_71,1,1,1,1,1,1,0
jeeva_Sentence_L2_72,1,0,0,0,1,1,1
jeeva_Sentence_L2_73,1,0,0,0,1,1,1
jeeva_Sentence_L2_74,1,1,1,0,1,1,1
jeeva_Sentence_L2_75,1,1,1,0,1,0,0
jeeva_Sentence_L2_76,1,1,1,0,1,0,1
jeeva_Sentence_L2_77,1,1,1,0,0,1,1
jeeva_Sentence_L2_78,1,0,0,0,1,1,1
jeeva_Sentence_L2_79,1,0,0,0,1,0,0
jeeva_Sentence_L2_80,1,1,0,0,0,1,1
jeeva_Sentence_L2_81,1,0,0,0,1,1,1
jeeva_Sentence_L2_82,1,1,0,1,1,0,1
jeeva_Sentence_L2_83,1,1,0,0,1,0,1
jeeva_Sentence_L2_84,1,1,0,0,0,1,0
jeeva_Sentence_L2_85,1,1,0,0,0,0,1
jeeva_Sentence_L2_86,1,0,0,0,1,1,1
jeeva_Sentence_L2_87,0,0,0,0,0,0,1
jeeva_Sentence_L2_88,1,1,0,0,1,1,1
jeeva_Sentence_L2_89,1,1,0,0,1,0,0
jeeva_Sentence_L2_90,1,1,0,0,1,1,1
jeeva_Sentence_L2_91,1,1,0,1,0,0,1
jeeva_Sentence_L2_92,0,0,0,0,0,0,1
jeeva_Sentence_L2_93,1,1,1,0,0,0,1
jeeva_Sentence_L2_94,1,0,0,0,1,0,1
jeeva_Sentence_L2_95,1,1,0,1,1,1,1
jeeva_Sentence_L2_96,1,1,1,0,0,0,1
jeeva_Sentence_L2_97,1,1,0,0,1,1,0
jeeva_Sentence_L2_98,1,0,0,0,1,0,1
jeeva_Sentence_L2_99,1,1,0,0,1,1,1
jeeva_Sentence_L2_100,1,1,1,0,0,1,1
jeeva_Sentence_L2_101,1,1,0,0,1,1,1
jeeva_Sentence_L2_102,1,0,0,0,0,0,1
jeeva_Sentence_L2_103,1,0,0,0,0,1,1
jeeva_Sentence_L2_104,1,1,0,0,1,1,1
jeeva_Sentence_L2_105,1,1,0,1,1,0,1
jeeva_Sentence_L2_106,1,0,0,0,1,1,1
jeeva_Sentence_L2_107,1,1,0,1,1,0,1
jeeva_Sentence_L2_108,1,1,0,0,0,1,1
jeeva_Sentence_L2_109,1,1,1,0,0,0,1
jeeva_Sentence_L2_110,0,0,0,0,1,1,1
jeeva_Sentence_L2_111,1,1,0,0,0,1,1
jeeva_Sentence_L2_112,1,1,1,0,0,0,1
jeeva_Sentence_L2_113,1,1,0,0,1,0,0
jeeva_Sentence_L2_114,0,0,0,0,0,0,1
jeeva_Sentence_L2_115,1,0,0,0,1,1,1
jeeva_Sentence_L2_116,1,1,0,0,1,0,1
jeeva_Sentence_L2_117,1,1,1,1,1,0,1
jeeva_Sentence_L3_1,1,1,0,0,0,0,1
jeeva_Sentence_L3_2,1,0,0,0,1,0,1
jeeva_Sentence_L3_3,1,1,0,0,0,1,1
jeeva_Sentence_L3_4,1,0,0,0,1,1,1
jeeva_Sentence_L3_5,1,0,0,0,0,0,1
jeeva_Sentence_L3_6,1,1,1,0,0,1,1
jeeva_Sentence_L3_7,0,0,0,0,1,1,1
jeeva_Sentence_L3_8,1,1,0,0,1,0,0
jeeva_Sentence_L3_9,1,1,1,0,1,1,0
jeeva_Sentence_L3_10,1,0,0,0,1,1,1
jeeva_Sentence_L3_11,1,1,1,0,1,0,1
jeeva_Sentence_L3_12,1,1,0,0,1,0,1
jeeva_Sentence_L3_13,1,0,0,0,0,1,0
jeeva_Sentence_L3_14,1,1,0,0,1,1,1
jeeva_Sentence_L3_15,1,1,1,0,1,1,1
jeeva_Sentence_L3_16,1,1,0,0,1,1,1
jeeva_Sentence_L3_17,1,1,1,0,1,1,1
jeeva_Sentence_L3_18,1,0,0,0,1,0,1
jeeva_Sentence_L3_19,1,0,0,0,1,1,1
jeeva_Sentence_L3_20,1,1,0,1,1,1,1
jeeva_Sentence_L3_21,1,1,0,0,0,0,1
jeeva_Sentence_L3_22,1,1,0,0,1,1,1
jeeva_Sentence_L3_23,1,0,0,0,1,1,1
jeeva_Sentence_L3_24,1,1,0,0,1,1,1
jeeva_Sentence_L3_25,0,0,0,0,0,0,1
jeeva_Sentence_L3_26,1,1,0,0,0,0,1
jeeva_Sentence_L3_27,1,1,1,0,0,1,1
jeeva_Sentence_L3_28,1,0,0,0,0,0,0
jeeva_Sentence_L3_29,1,1,0,0,0,1,1
jeeva_Sentence_L3_30,1,1,1,1,1,1,1
jeeva_Sentence_L3_31,1,1,0,0,1,1,1
jeeva_Sentence_L3_32,0,0,0,0,0,0,1
jeeva_Sentence_L3_33,1,0,0,0,1,0,1
jeeva_Sentence_L3_34,1,0,0,0,1,1,1
jeeva_Sentence_L3_35,1,1,0,0,0,1,1
jeeva_Sentence_L3_36,1,1,1,0,0,0,1
